ANO_ELEICAO,SIGLA_UF,NOME_MUNICIPIO,NOME_CANDIDATO,SIGLA_PARTIDO,NUMERO_CAND,TOTAL_VOTOS
2014,MG,BELO HORIZONTE,WALTER MOURISSO,PTC,3639,15
2014,MG,BELO HORIZONTE,WANDER CARLOS GOMES,PT do B,7002,519
2014,MG,BELO HORIZONTE,WANDER GUIMARAES DAMACENO,PSB,4056,5416
2014,MG,BELO HORIZONTE,WANDERLEI FERNANDES BATISTA,PDT,1258,156
2014,MG,BELO HORIZONTE,WANDERLEIA DE JESUS,PPS,2303,72
2014,MG,BELO HORIZONTE,WANDERLINO TEIXEIRA DE SOUZA,PHS,3122,25
2014,MG,BELO HORIZONTE,WANDERSON MATOZINHO DE SOUZA,PTC,3600,1414
2014,MG,BELO HORIZONTE,WATSON AGUIAR,PTC,3621,5
2014,MG,BELO HORIZONTE,WEDER DE OLIVEIRA MATTOS,PT do B,7044,112
2014,MG,BELO HORIZONTE,WEDERSON OSMAR MOREIRA,PHS,3144,320
2014,MG,BELO HORIZONTE,WELITON FERNANDES PRADO,PT,1391,24733
2014,MG,BELO HORIZONTE,WELLINGTON ANTONIO VIEIRA,PTN,1900,5238
2014,MG,BELO HORIZONTE,WELTON LUIZ DE MELO,PTC,3636,786
2014,MG,BELO HORIZONTE,WILIAM TEIXEIRA RODRIGUES,PC do B,6530,408
2014,MG,BELO HORIZONTE,WILLIAM MOURA DE CARVALHO,PTN,1901,230
2014,MG,BELO HORIZONTE,WILLIAM SOARES DA SILVA,PHS,3171,118
2014,MG,BELO HORIZONTE,WILLIAN HERCULANO VIEIRA,PCB,2110,26
2014,MG,BELO HORIZONTE,WILLIAN SOARES DO CARMO,PPL,5415,66
2014,MG,BELO HORIZONTE,WILSON CALIXTO NOGUEIRA,PDT,1240,67
2014,MG,BELO HORIZONTE,WIRIS CARLOS LOPES,PHS,3132,42
2014,MG,BELO HORIZONTE,WOSHINGTON LUIS VIANA,PMDB,1501,195
2014,MG,BELO HORIZONTE,ZENILDA PEREIRA DE ALMEIDA MARCHEZINE,DEM,2501,959
2014,MG,BELO HORIZONTE,VIRGILIO MENDES,UFMG,420420,NA
2014,MG,BELO HORIZONTE,EDUARDO TAMAKI,NA,313100,11
2014,MG,BELO HORIZONTE,LAURA BEGHINI,UFMG,NA,8
2014,NA,BELO HORIZONTE,ROMULO DAMASCENO,UFMG,98263,9
