"","ANO_ELEICAO","SIGLA_UF","NOME_MUNICIPIO","NOME_CANDIDATO","SIGLA_PARTIDO","NUMERO_CAND","TOTAL_VOTOS"
"556",2014,"MG","BELO HORIZONTE","SONIA MARIA DE DEUS VIEIRA","PSB",4021,136
"557",2014,"MG","BELO HORIZONTE","SONIA MARIA FERREIRA","PP",1156,21
"558",2014,"MG","BELO HORIZONTE","SONIA MARIA FERREIRA","PSDB",4517,154
"559",2014,"MG","BELO HORIZONTE","STEFANO AGUIAR DOS SANTOS","PSB",4044,29406
"560",2014,"MG","BELO HORIZONTE","STENIA ARAUJO JOURINK","PSTU",1615,24
"561",2014,"MG","BELO HORIZONTE","STENIO MESSIAS DOS SANTOS","PSTU",1631,69
"562",2014,"MG","BELO HORIZONTE","STOESSEL LUIZ VINHAS RIBEIRO","PPS",2300,68
"563",2014,"MG","BELO HORIZONTE","SUELY GOMES","PTC",3607,179
"564",2014,"MG","BELO HORIZONTE","TAMIRES MARTINS SILVA","PMN",3393,1
"565",2014,"MG","BELO HORIZONTE","TANIA GERALDA DE SOUZA SILVA","PTC",3677,63
"566",2014,"MG","BELO HORIZONTE","TANIA RAQUEL DE QUEIROZ MUNIZ","PSC",2010,1863
"567",2014,"MG","BELO HORIZONTE","TEREZA CRISTINA DE ALMEIDA FREITAS","PT do B",7026,24
"568",2014,"MG","BELO HORIZONTE","TEREZINHA GUNDIM BIAGI","PSDB",4546,120
"569",2014,"MG","BELO HORIZONTE","THAIS CLAUDIA D AFONSECA DA SILVA","PT do B",7037,857
"570",2014,"MG","BELO HORIZONTE","THAIS RIBEIRO","PR",2288,9
"571",2014,"MG","BELO HORIZONTE","THEREZINHA SANT ANNA COUTO","PSB",4053,226
"572",2014,"MG","BELO HORIZONTE","THIAGO FERREIRA CAMARGOS","PCB",2121,271
"573",2014,"MG","BELO HORIZONTE","TILDEN JOSE SANTIAGO","PSB",4004,1257
"574",2014,"MG","BELO HORIZONTE","TUANE GARCIA ROCHA","PROS",9040,4
"575",2014,"MG","BELO HORIZONTE","URBANO ABRAO SIMAO","PDT",1211,95
"576",2014,"MG","BELO HORIZONTE","VAGNER ALVES CLEMENTE","PSB",4041,872
"577",2014,"MG","BELO HORIZONTE","VALERIA GOMES DOS SANTOS","PTB",1457,12
"578",2014,"MG","BELO HORIZONTE","VALERIO NETO DE OLIVEIRA","PR",2204,240
"579",2014,"MG","BELO HORIZONTE","VALERIO VIEIRA DOS SANTOS","PSTU",1616,70
"580",2014,"MG","BELO HORIZONTE","VALTER PEREIRA DE OLIVEIRA","PDT",1215,29
"581",2014,"MG","BELO HORIZONTE","VANDERLEI DORNELAS TOMAZ","PSC",2021,48
"582",2014,"MG","BELO HORIZONTE","VANDERLEI SANTOS","PT",1386,19
"583",2014,"MG","BELO HORIZONTE","VANILDA CARDOSO OLIVEIRA DE ARAUJO","PTN",1934,57
"584",2014,"MG","BELO HORIZONTE","VERONICA LUCIA DE CARVALHO","PT do B",7063,188
"585",2014,"MG","BELO HORIZONTE","VICENTE DINAERTI CARVALHO","PSDB",4528,93
"586",2014,"MG","BELO HORIZONTE","VICENTE DOS REIS MARINHO","PV",4353,356
"587",2014,"MG","BELO HORIZONTE","VILMAR DE SOUZA E SILVA","PTN",1919,895
"588",2014,"MG","BELO HORIZONTE","VILSON ANTONIO DOS SANTOS","PTB",1400,342
"589",2014,"MG","BELO HORIZONTE","VILSON LUIZ DA SILVA","PSB",4057,878
"590",2014,"MG","BELO HORIZONTE","VINICIUS SAMOR DE LACERDA","PT do B",7099,54
"591",2014,"MG","BELO HORIZONTE","VITOR PENIDO DE BARROS","DEM",2526,3325
"592",2014,"MG","BELO HORIZONTE","WADSON NATHANIEL RIBEIRO","PC do B",6510,3723
"593",2014,"MG","BELO HORIZONTE","WAGNER JOSE DA SILVA","PSC",2041,3
"594",2014,"MG","BELO HORIZONTE","WAGNER WELLYNGTHON DE BUENO BRANDAO","PSDB",4567,795
"595",2014,"MG","BELO HORIZONTE","WALKYRIA DE PAULA","PSDB",4554,463
"596",2014,"MG","BELO HORIZONTE","WALTER DA ROCHA TOSTA","PSD",5567,36565
"597",2014,"MG","BELO HORIZONTE","WALTER FERREIRA DA COSTA","PPL",5445,147
"598",2014,"MG","BELO HORIZONTE","WALTER FERREIRA DE ARAUJO","PSDB",4540,285
"599",2014,"MG","BELO HORIZONTE","WALTER MOURISSO","PTC",3639,15
"600",2014,"MG","BELO HORIZONTE","WANDER CARLOS GOMES","PT do B",7002,519
"601",2014,"MG","BELO HORIZONTE","WANDER GUIMARAES DAMACENO","PSB",4056,5416
"602",2014,"MG","BELO HORIZONTE","WANDERLEI FERNANDES BATISTA","PDT",1258,156
"603",2014,"MG","BELO HORIZONTE","WANDERLEIA DE JESUS","PPS",2303,72
"604",2014,"MG","BELO HORIZONTE","WANDERLINO TEIXEIRA DE SOUZA","PHS",3122,25
"605",2014,"MG","BELO HORIZONTE","WANDERSON MATOZINHO DE SOUZA","PTC",3600,1414
"606",2014,"MG","BELO HORIZONTE","WATSON AGUIAR","PTC",3621,5
"607",2014,"MG","BELO HORIZONTE","WEDER DE OLIVEIRA MATTOS","PT do B",7044,112
"608",2014,"MG","BELO HORIZONTE","WEDERSON OSMAR MOREIRA","PHS",3144,320
"609",2014,"MG","BELO HORIZONTE","WELITON FERNANDES PRADO","PT",1391,24733
"610",2014,"MG","BELO HORIZONTE","WELLINGTON ANTONIO VIEIRA","PTN",1900,5238
"611",2014,"MG","BELO HORIZONTE","WELTON LUIZ DE MELO","PTC",3636,786
"612",2014,"MG","BELO HORIZONTE","WILIAM TEIXEIRA RODRIGUES","PC do B",6530,408
"613",2014,"MG","BELO HORIZONTE","WILLIAM MOURA DE CARVALHO","PTN",1901,230
"614",2014,"MG","BELO HORIZONTE","WILLIAM SOARES DA SILVA","PHS",3171,118
"615",2014,"MG","BELO HORIZONTE","WILLIAN HERCULANO VIEIRA","PCB",2110,26
"616",2014,"MG","BELO HORIZONTE","WILLIAN SOARES DO CARMO","PPL",5415,66
"617",2014,"MG","BELO HORIZONTE","WILSON CALIXTO NOGUEIRA","PDT",1240,67
"618",2014,"MG","BELO HORIZONTE","WIRIS CARLOS LOPES","PHS",3132,42
"619",2014,"MG","BELO HORIZONTE","WOSHINGTON LUIS VIANA","PMDB",1501,195
"620",2014,"MG","BELO HORIZONTE","ZENILDA PEREIRA DE ALMEIDA MARCHEZINE","DEM",2501,959
"621",2014,"MG","BELO HORIZONTE","VIRGILIO MENDES","UFMG",420420,NA
"622",2014,"MG","BELO HORIZONTE","EDUARDO TAMAKI",NA,313100,11
"623",2014,"MG","BELO HORIZONTE","LAURA BEGHINI","UFMG",NA,8
"624",2014,NA,"BELO HORIZONTE","ROMULO DAMASCENO","UFMG",98263,9
